psmsl_id,process,confidence,scenario,quantile,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
1703,total,medium,ssp119,5,0.001,0.012,0.014,0.03,0.024,0.03,0.029,0.035,0.008,0.019,0.014,0.008,-0.001,-0.01
1703,total,medium,ssp119,17,0.017,0.039,0.051,0.075,0.08,0.098,0.11,0.127,0.12,0.131,0.138,0.142,0.146,0.148
1703,total,medium,ssp119,50,0.042,0.08,0.108,0.148,0.172,0.211,0.244,0.284,0.304,0.344,0.375,0.404,0.431,0.458
1703,total,medium,ssp119,83,0.068,0.127,0.176,0.239,0.288,0.355,0.416,0.482,0.53,0.605,0.665,0.723,0.779,0.835
1703,total,medium,ssp119,95,0.08799999999999999,0.161,0.228,0.308,0.377,0.468,0.547,0.633,0.706,0.796,0.876,0.954,1.031,1.107
1703,total,medium,ssp126,5,-0.03,-0.015,0,0.023,0.033,0.051,0.06,0.068,0.045,0.051,0.05,0.047,0.043,0.039
1703,total,medium,ssp126,17,-0.003,0.018,0.04,0.07199999999999999,0.091,0.121,0.142,0.161,0.164,0.181,0.196,0.208,0.219,0.23
1703,total,medium,ssp126,50,0.035,0.067,0.101,0.15,0.186,0.237,0.281,0.322,0.366,0.426,0.47,0.512,0.554,0.594
1703,total,medium,ssp126,83,0.075,0.121,0.171,0.242,0.302,0.383,0.455,0.525,0.611,0.72,0.8,0.877,0.954,1.029
1703,total,medium,ssp126,95,0.104,0.162,0.226,0.314,0.397,0.498,0.597,0.6929999999999999,0.8070000000000001,0.9350000000000001,1.041,1.143,1.247,1.348
1703,total,medium,ssp245,5,-0.021,-0.004,0.013,0.036,0.059,0.08699999999999999,0.111,0.137,0.175,0.186,0.21,0.233,0.254,0.275
1703,total,medium,ssp245,17,0.003,0.026,0.051,0.08500000000000001,0.118,0.159,0.196,0.235,0.29,0.31,0.348,0.385,0.42,0.455
1703,total,medium,ssp245,50,0.037,0.07000000000000001,0.109,0.164,0.214,0.278,0.341,0.407,0.486,0.556,0.626,0.694,0.76,0.826
1703,total,medium,ssp245,83,0.07199999999999999,0.12,0.178,0.258,0.335,0.432,0.531,0.634,0.749,0.876,0.987,1.099,1.21,1.318
1703,total,medium,ssp245,95,0.099,0.157,0.231,0.331,0.429,0.549,0.677,0.8120000000000001,0.967,1.116,1.259,1.401,1.545,1.684
1703,total,medium,ssp370,5,-0.014,-0.004,0.015,0.045,0.073,0.116,0.16,0.217,0.27,0.272,0.321,0.371,0.42,0.465
1703,total,medium,ssp370,17,0.006,0.026,0.052,0.092,0.131,0.188,0.245,0.316,0.392,0.406,0.474,0.541,0.605,0.665
1703,total,medium,ssp370,50,0.035,0.06900000000000001,0.111,0.172,0.228,0.308,0.394,0.492,0.608,0.6830000000000001,0.788,0.895,0.998,1.096
1703,total,medium,ssp370,83,0.067,0.119,0.18,0.265,0.351,0.461,0.587,0.728,0.891,1.03,1.188,1.343,1.497,1.648
1703,total,medium,ssp370,95,0.091,0.156,0.232,0.339,0.448,0.586,0.746,0.926,1.131,1.298,1.495,1.694,1.89,2.079
1703,total,medium,ssp585,5,-0.018,0.002,0.025,0.063,0.097,0.148,0.207,0.285,0.362,0.353,0.415,0.471,0.522,0.5679999999999999
1703,total,medium,ssp585,17,0.003,0.032,0.065,0.112,0.158,0.221,0.294,0.387,0.485,0.496,0.574,0.648,0.716,0.778
1703,total,medium,ssp585,50,0.033,0.075,0.128,0.192,0.258,0.347,0.448,0.5679999999999999,0.704,0.794,0.914,1.03,1.14,1.243
1703,total,medium,ssp585,83,0.066,0.125,0.201,0.29,0.386,0.512,0.656,0.824,1.019,1.203,1.385,1.562,1.735,1.902
1703,total,medium,ssp585,95,0.09,0.162,0.257,0.368,0.492,0.651,0.834,1.043,1.291,1.517,1.749,1.976,2.198,2.411
1703,total,low,ssp126,5,-0.03,-0.015,0,0.023,0.033,0.051,0.06,0.068,0.045,0.051,0.05,0.047,0.043,0.039
1703,total,low,ssp126,17,-0.003,0.018,0.04,0.07199999999999999,0.091,0.121,0.142,0.161,0.164,0.181,0.196,0.208,0.219,0.23
1703,total,low,ssp126,50,0.038,0.07199999999999999,0.108,0.158,0.199,0.25,0.296,0.34,0.386,0.451,0.502,0.553,0.605,0.658
1703,total,low,ssp126,83,0.08400000000000001,0.141,0.216,0.303,0.391,0.483,0.577,0.673,0.789,0.9,1.01,1.123,1.241,1.358
1703,total,low,ssp126,95,0.111,0.183,0.287,0.407,0.522,0.649,0.79,0.946,1.119,1.285,1.452,1.62,1.79,1.955
1703,total,low,ssp585,5,-0.018,0.002,0.022,0.058,0.092,0.148,0.207,0.285,0.362,0.353,0.415,0.471,0.522,0.5679999999999999
1703,total,low,ssp585,17,0.003,0.03,0.063,0.107,0.153,0.221,0.294,0.387,0.485,0.496,0.574,0.648,0.716,0.778
1703,total,low,ssp585,50,0.036,0.078,0.133,0.201,0.278,0.38,0.504,0.656,0.836,1.008,1.214,1.441,1.692,1.97
1703,total,low,ssp585,83,0.076,0.149,0.257,0.39,0.5590000000000001,0.779,1.034,1.328,1.647,1.956,2.255,2.968,3.982,5.09
1703,total,low,ssp585,95,0.098,0.199,0.358,0.547,0.78,1.077,1.456,1.884,2.394,2.973,3.616,4.328,5.016,5.822
