psmsl_id,process,confidence,scenario,quantile,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
1703,total,medium,tlim1.5win0.25,5,-0.013,0.001,0.014,0.031,0.038,0.049,0.065,0.076,0.057,-0.01,-0.019,-0.03,-0.042,-0.054
1703,total,medium,tlim1.5win0.25,17,0.008999999999999999,0.03,0.049,0.076,0.094,0.118,0.143,0.166,0.177,0.123,0.13,0.135,0.139,0.142
1703,total,medium,tlim1.5win0.25,50,0.04,0.07199999999999999,0.104,0.146,0.184,0.229,0.274,0.32,0.376,0.348,0.384,0.417,0.448,0.48
1703,total,medium,tlim1.5win0.25,83,0.073,0.12,0.168,0.231,0.292,0.363,0.432,0.507,0.605,0.61,0.675,0.74,0.804,0.867
1703,total,medium,tlim1.5win0.25,95,0.098,0.156,0.217,0.296,0.377,0.47,0.5590000000000001,0.658,0.781,0.801,0.888,0.974,1.059,1.143
1703,total,medium,tlim2.0win0.25,5,-0.001,0.002,0.015,0.045,0.052,0.076,0.104,0.125,0.13,0.077,0.08,0.082,0.082,0.082
1703,total,medium,tlim2.0win0.25,17,0.014,0.029,0.052,0.093,0.113,0.147,0.186,0.217,0.253,0.21,0.227,0.244,0.259,0.273
1703,total,medium,tlim2.0win0.25,50,0.037,0.07099999999999999,0.112,0.17,0.213,0.268,0.328,0.38,0.458,0.452,0.497,0.541,0.583,0.624
1703,total,medium,tlim2.0win0.25,83,0.062,0.119,0.182,0.264,0.335,0.418,0.505,0.586,0.707,0.744,0.823,0.901,0.978,1.055
1703,total,medium,tlim2.0win0.25,95,0.081,0.155,0.236,0.337,0.429,0.537,0.646,0.75,0.906,0.96,1.065,1.169,1.27,1.373
1703,total,medium,tlim3.0win0.25,5,-0.028,-0.01,0.008999999999999999,0.039,0.07099999999999999,0.113,0.153,0.192,0.243,0.201,0.229,0.256,0.279,0.301
1703,total,medium,tlim3.0win0.25,17,0.001,0.022,0.048,0.091,0.131,0.182,0.236,0.291,0.357,0.326,0.367,0.406,0.445,0.482
1703,total,medium,tlim3.0win0.25,50,0.038,0.068,0.108,0.171,0.228,0.302,0.378,0.459,0.553,0.571,0.644,0.716,0.789,0.86
1703,total,medium,tlim3.0win0.25,83,0.078,0.121,0.177,0.268,0.349,0.453,0.5639999999999999,0.679,0.8129999999999999,0.889,1.006,1.122,1.238,1.353
1703,total,medium,tlim3.0win0.25,95,0.109,0.161,0.231,0.343,0.447,0.575,0.714,0.861,1.028,1.124,1.274,1.423,1.569,1.713
1703,total,medium,tlim4.0win0.25,5,-0.015,-0.011,0.017,0.053,0.08500000000000001,0.13,0.177,0.246,0.316,0.273,0.32,0.366,0.412,0.454
1703,total,medium,tlim4.0win0.25,17,0.004,0.018,0.054,0.1,0.143,0.198,0.26,0.339,0.428,0.402,0.463,0.525,0.585,0.641
1703,total,medium,tlim4.0win0.25,50,0.03,0.061,0.112,0.174,0.238,0.312,0.4,0.504,0.63,0.658,0.755,0.852,0.946,1.038
1703,total,medium,tlim4.0win0.25,83,0.059,0.11,0.18,0.267,0.357,0.463,0.588,0.729,0.899,0.987,1.131,1.276,1.417,1.557
1703,total,medium,tlim4.0win0.25,95,0.082,0.148,0.232,0.339,0.454,0.585,0.745,0.92,1.131,1.25,1.429,1.611,1.79,1.964
1703,total,medium,tlim5.0win0.25,5,-0.004,0.016,0.045,0.09,0.122,0.175,0.24,0.324,0.418,0.348,0.407,0.465,0.517,0.5649999999999999
1703,total,medium,tlim5.0win0.25,17,0.012,0.04,0.079,0.132,0.178,0.242,0.318,0.423,0.532,0.482,0.5590000000000001,0.633,0.701,0.762
1703,total,medium,tlim5.0win0.25,50,0.036,0.078,0.136,0.206,0.275,0.362,0.464,0.596,0.734,0.766,0.882,0.996,1.102,1.204
1703,total,medium,tlim5.0win0.25,83,0.063,0.123,0.203,0.299,0.398,0.524,0.665,0.843,1.037,1.147,1.321,1.492,1.657,1.818
1703,total,medium,tlim5.0win0.25,95,0.08400000000000001,0.157,0.254,0.373,0.497,0.651,0.827,1.044,1.279,1.428,1.644,1.854,2.056,2.256
