psmsl_id,process,confidence,scenario,quantile,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
449,total,medium,ssp119,5,0.021,0.049,0.068,0.099,0.109,0.128,0.14,0.161,0.141,0.17,0.179,0.186,0.191,0.196
449,total,medium,ssp119,17,0.033,0.068,0.093,0.129,0.146,0.175,0.196,0.224,0.223,0.246,0.263,0.278,0.292,0.305
449,total,medium,ssp119,50,0.05,0.096,0.132,0.179,0.208,0.254,0.293,0.337,0.362,0.408,0.445,0.48,0.513,0.546
449,total,medium,ssp119,83,0.07000000000000001,0.131,0.185,0.249,0.3,0.372,0.433,0.503,0.552,0.628,0.6899999999999999,0.749,0.8090000000000001,0.867
449,total,medium,ssp119,95,0.08699999999999999,0.16,0.23,0.312,0.38,0.473,0.555,0.644,0.717,0.806,0.887,0.967,1.047,1.125
449,total,medium,ssp126,5,-0.012,0.018,0.049,0.08500000000000001,0.111,0.146,0.169,0.188,0.167,0.186,0.197,0.208,0.216,0.224
449,total,medium,ssp126,17,0.012,0.045,0.079,0.121,0.152,0.195,0.226,0.255,0.26,0.288,0.312,0.334,0.354,0.374
449,total,medium,ssp126,50,0.044,0.08400000000000001,0.124,0.18,0.222,0.279,0.328,0.374,0.424,0.49,0.539,0.587,0.634,0.68
449,total,medium,ssp126,83,0.079,0.129,0.182,0.255,0.318,0.398,0.476,0.548,0.639,0.747,0.831,0.91,0.99,1.069
449,total,medium,ssp126,95,0.105,0.164,0.231,0.321,0.403,0.507,0.606,0.702,0.824,0.944,1.05,1.154,1.257,1.358
449,total,medium,ssp245,5,-0.004,0.027,0.06,0.099,0.137,0.179,0.215,0.252,0.308,0.33,0.367,0.404,0.438,0.471
449,total,medium,ssp245,17,0.018,0.051,0.089,0.134,0.178,0.229,0.276,0.327,0.39,0.421,0.468,0.514,0.5590000000000001,0.604
449,total,medium,ssp245,50,0.047,0.08699999999999999,0.132,0.192,0.249,0.318,0.387,0.458,0.542,0.618,0.6919999999999999,0.766,0.838,0.91
449,total,medium,ssp245,83,0.079,0.129,0.188,0.27,0.349,0.449,0.549,0.657,0.774,0.902,1.016,1.129,1.243,1.354
449,total,medium,ssp245,95,0.103,0.162,0.235,0.335,0.437,0.5590000000000001,0.6850000000000001,0.822,0.978,1.121,1.267,1.411,1.555,1.697
449,total,medium,ssp370,5,0.004,0.029,0.063,0.106,0.148,0.205,0.259,0.326,0.392,0.408,0.47,0.531,0.591,0.648
449,total,medium,ssp370,17,0.022,0.052,0.09,0.14,0.189,0.254,0.322,0.402,0.483,0.508,0.584,0.66,0.734,0.804
449,total,medium,ssp370,50,0.046,0.08599999999999999,0.133,0.198,0.261,0.345,0.436,0.538,0.654,0.736,0.844,0.954,1.06,1.163
449,total,medium,ssp370,83,0.07199999999999999,0.126,0.189,0.274,0.363,0.476,0.605,0.747,0.908,1.041,1.198,1.356,1.51,1.661
449,total,medium,ssp370,95,0.093,0.158,0.237,0.341,0.454,0.594,0.755,0.9350000000000001,1.136,1.3,1.496,1.694,1.885,2.074
449,total,medium,ssp585,5,0.001,0.035,0.073,0.124,0.171,0.236,0.309,0.399,0.475,0.476,0.546,0.616,0.681,0.738
449,total,medium,ssp585,17,0.019,0.058,0.103,0.161,0.216,0.29,0.373,0.474,0.573,0.591,0.678,0.762,0.838,0.909
449,total,medium,ssp585,50,0.044,0.092,0.15,0.221,0.292,0.385,0.492,0.617,0.758,0.852,0.977,1.097,1.212,1.322
449,total,medium,ssp585,83,0.07199999999999999,0.133,0.211,0.302,0.4,0.528,0.675,0.845,1.045,1.23,1.416,1.598,1.774,1.943
449,total,medium,ssp585,95,0.093,0.166,0.261,0.372,0.496,0.654,0.839,1.056,1.301,1.533,1.767,1.994,2.219,2.439
449,total,low,ssp126,5,-0.012,0.018,0.049,0.08500000000000001,0.111,0.146,0.169,0.188,0.167,0.186,0.197,0.208,0.216,0.224
449,total,low,ssp126,17,0.012,0.045,0.079,0.121,0.152,0.195,0.226,0.255,0.26,0.288,0.312,0.334,0.354,0.374
449,total,low,ssp126,50,0.047,0.08799999999999999,0.132,0.188,0.234,0.292,0.343,0.391,0.442,0.512,0.5679999999999999,0.625,0.6820000000000001,0.74
449,total,low,ssp126,83,0.08799999999999999,0.149,0.227,0.32,0.409,0.504,0.603,0.705,0.825,0.9389999999999999,1.055,1.169,1.289,1.411
449,total,low,ssp126,95,0.112,0.186,0.293,0.416,0.538,0.665,0.8110000000000001,0.97,1.141,1.314,1.479,1.647,1.81,1.986
449,total,low,ssp585,5,0.001,0.034,0.07000000000000001,0.121,0.167,0.236,0.309,0.399,0.474,0.476,0.546,0.616,0.681,0.738
449,total,low,ssp585,17,0.019,0.056,0.1,0.156,0.21,0.29,0.373,0.474,0.573,0.591,0.678,0.762,0.838,0.909
449,total,low,ssp585,50,0.047,0.095,0.155,0.229,0.31,0.416,0.544,0.701,0.884,1.058,1.266,1.496,1.748,2.027
449,total,low,ssp585,83,0.081,0.158,0.27,0.406,0.578,0.799,1.059,1.355,1.681,1.99,2.282,2.987,3.991,5.083
449,total,low,ssp585,95,0.1,0.205,0.368,0.5610000000000001,0.79,1.088,1.461,1.892,2.399,2.985,3.607,4.293,5.028,5.77
