psmsl_id,process,confidence,scenario,quantile,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150
446,total,medium,tlim1.5win0.25,5,0.021,0.057,0.092,0.136,0.165,0.199,0.229,0.261,0.218,0.161,0.159,0.155,0.151,0.146
446,total,medium,tlim1.5win0.25,17,0.036,0.076,0.115,0.163,0.2,0.242,0.281,0.322,0.326,0.281,0.299,0.315,0.33,0.344
446,total,medium,tlim1.5win0.25,50,0.057,0.106,0.152,0.209,0.26,0.317,0.371,0.432,0.5,0.486,0.532,0.578,0.622,0.666
446,total,medium,tlim1.5win0.25,83,0.081,0.142,0.201,0.274,0.347,0.425,0.502,0.587,0.712,0.731,0.8129999999999999,0.891,0.969,1.046
446,total,medium,tlim1.5win0.25,95,0.1,0.171,0.243,0.331,0.422,0.52,0.618,0.727,0.884,0.916,1.02,1.124,1.224,1.327
446,total,medium,tlim2.0win0.25,5,0.027,0.049,0.08699999999999999,0.14,0.177,0.219,0.267,0.311,0.301,0.266,0.288,0.308,0.328,0.344
446,total,medium,tlim2.0win0.25,17,0.038,0.06900000000000001,0.113,0.171,0.215,0.265,0.321,0.37,0.4,0.375,0.408,0.439,0.469,0.498
446,total,medium,tlim2.0win0.25,50,0.054,0.1,0.155,0.224,0.282,0.35,0.42,0.484,0.572,0.578,0.635,0.6909999999999999,0.746,0.8
446,total,medium,tlim2.0win0.25,83,0.074,0.138,0.211,0.298,0.379,0.473,0.5679999999999999,0.657,0.796,0.844,0.9330000000000001,1.021,1.109,1.195
446,total,medium,tlim2.0win0.25,95,0.091,0.17,0.259,0.364,0.464,0.587,0.701,0.8139999999999999,0.991,1.054,1.169,1.282,1.395,1.508
446,total,medium,tlim3.0win0.25,5,-0.023,0.032,0.083,0.126,0.184,0.266,0.323,0.386,0.457,0.442,0.492,0.541,0.588,0.635
446,total,medium,tlim3.0win0.25,17,0.011,0.059,0.11,0.164,0.225,0.306,0.374,0.448,0.539,0.525,0.587,0.647,0.706,0.764
446,total,medium,tlim3.0win0.25,50,0.051,0.096,0.151,0.224,0.292,0.378,0.468,0.5659999999999999,0.679,0.712,0.8,0.888,0.976,1.063
446,total,medium,tlim3.0win0.25,83,0.093,0.14,0.207,0.306,0.393,0.5,0.622,0.757,0.906,0.995,1.125,1.255,1.384,1.512
446,total,medium,tlim3.0win0.25,95,0.129,0.176,0.254,0.375,0.483,0.611,0.764,0.928,1.111,1.217,1.376,1.54,1.697,1.856
446,total,medium,tlim4.0win0.25,5,0.008,0.035,0.08799999999999999,0.14,0.2,0.265,0.329,0.411,0.494,0.471,0.536,0.6,0.664,0.723
446,total,medium,tlim4.0win0.25,17,0.026,0.06,0.113,0.172,0.237,0.309,0.384,0.478,0.588,0.576,0.654,0.731,0.8080000000000001,0.879
446,total,medium,tlim4.0win0.25,50,0.048,0.092,0.153,0.226,0.304,0.39,0.49,0.608,0.754,0.796,0.906,1.016,1.124,1.228
446,total,medium,tlim4.0win0.25,83,0.073,0.133,0.207,0.301,0.402,0.518,0.656,0.8139999999999999,1.003,1.101,1.257,1.413,1.568,1.717
446,total,medium,tlim4.0win0.25,95,0.094,0.168,0.255,0.369,0.488,0.63,0.8,0.994,1.226,1.35,1.541,1.734,1.924,2.107
446,total,medium,tlim5.0win0.25,5,0.019,0.063,0.117,0.186,0.249,0.324,0.407,0.503,0.593,0.528,0.599,0.668,0.732,0.791
446,total,medium,tlim5.0win0.25,17,0.032,0.081,0.14,0.214,0.284,0.368,0.457,0.575,0.681,0.639,0.726,0.8100000000000001,0.889,0.963
446,total,medium,tlim5.0win0.25,50,0.05,0.108,0.178,0.262,0.346,0.448,0.5620000000000001,0.706,0.848,0.888,1.014,1.138,1.256,1.368
446,total,medium,tlim5.0win0.25,83,0.073,0.143,0.232,0.338,0.447,0.584,0.74,0.928,1.127,1.246,1.43,1.611,1.784,1.956
446,total,medium,tlim5.0win0.25,95,0.092,0.175,0.282,0.408,0.542,0.71,0.901,1.128,1.374,1.533,1.76,1.983,2.196,2.412
